Genres,Source,Type,Episodes,Score,Favorites,Decimal,Popularity
"Sci-Fi, Romance, Action",Manga,Movie,1,7.32,2,42,5841
"Comedy, Sci-Fi, Shounen, Action",Manga,OVA,4,7.18,47,57,2803
"Comedy, Action, Ecchi",4-koma manga,Special,1,5.43,2,265,5886
Comedy,Manga,TV,24,6.44,0,1,10645
"Comedy, Romance, Otro",Manga,OVA,1,7.46,6,4099,4693
"Comedy, Romance",Game,Special,1,6.87,2,3,5033
"Comedy, Fantasy, Action",Light novel,OVA,1,7.08,10,13,2243
Comedy,Light novel,Special,11,7.36,3,1,5260
"Comedy, Fantasy",Light novel,Special,1,7.31,24,5,1629
"Sci-Fi, Romance, Action",Original,TV,50,7.88,3296,42,761
"Comedy, Supernatural",Original,TV,13,4.95,0,129,10229
Fantasy,Book,Movie,1,5.15,0,4,13423
Music,Original,TV,51,6.86,3,8192,6444
"Mistery, Sci-Fi",Original,Movie,1,6.86,7,32800,4333
"Fantasy, Action, Supernatural",Original,TV,23,5.92,15,140,2532
"Comedy, Sci-Fi, Shounen",Manga,Movie,1,5.99,0,49,8774
"Historical, Action",Manga,OVA,3,7.32,25,1032,4339
Comedy,Original,Movie,3,6.59,4,1,6704
"Comedy, Romance, Fantasy, Shoujo",Manga,TV,51,6.77,87,519,3111
"Historical, Fantasy, Shounen, Action, Ecchi",Visual novel,TV,12,6.86,116,1308,1890
"Comedy, Romance",Visual novel,TV,25,7.51,1647,3,372
"Comedy, Gore, Supernatural, Otro",Original,Special,12,6.09,1,20609,9252
"Comedy, Historical, Fantasy, Shounen",Original,TV,13,7.17,46,1045,3730
Romance,Original,TV,4,6.25,6,2,4333
"Sci-Fi, Romance, Action",Original,TV,12,6.98,16,42,2778
"Shounen, Thriller, Otro",Manga,TV,26,8.28,1229,69648,1009
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",Manga,TV,12,6.7,157,4149,1474
"Comedy, Romance, Shoujo",Manga,TV,12,7.92,745,515,793
"Comedy, Sci-Fi, Romance, Fantasy, Shoujo",Game,TV,13,6.99,24,551,4006
"Comedy, Shounen, Otro",Card game,Special,2,6.57,2,4113,5179
"Gore, Shounen, Action, Supernatural, Ecchi",Manga,TV,12,7.36,7718,16792,32
"Historical, Romance, Fantasy",Manga,Movie,1,7.05,3,1030,7188
Comedy,Manga,Special,13,6.32,1,1,8614
"Comedy, Romance",Original,Special,2,6.75,4,3,5413
"Romance, Fantasy",Original,Movie,1,8.22,77,6,2227
"Fantasy, Ecchi, Otro",Light novel,Special,6,6.8,122,4356,940
"Fantasy, Action, Supernatural",Light novel,Movie,1,7.44,60,140,1552
"Comedy, Fantasy",Original,TV,51,7.2,285,5,2296
"Sports, Romance",Visual novel,TV,12,7.02,514,4098,833
"Comedy, Sci-Fi",Original,TV,24,5.86,0,33,12220
Otro,Original,Movie,1,5.58,0,4096,9143
"Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural",Novel,Movie,1,7.93,876,16558,975
Hentai,Visual novel,OVA,2,6.91,36,2048,4704
"Shounen, Action, Supernatural",Original,Movie,1,7.75,28,152,2423
"Fantasy, Shoujo, Ecchi, Otro",Visual novel,TV,13,6.68,101,4868,2570
Hentai,Visual novel,OVA,2,6.95,104,2048,3613
Romance,Original,ONA,3,5.79,0,2,11246
"Romance, Supernatural",Original,TV,11,8.55,21155,130,45
Hentai,Visual novel,OVA,2,5.84,1,2048,7615
Sci-Fi,Original,ONA,1,6.78,3,32,3208
"Sci-Fi, Shounen, Action, Otro",Original,Special,4,8.05,786,4152,476
"Comedy, Romance, Shounen, Ecchi",4-koma manga,Special,6,7.35,22,275,2101
Fantasy,Original,OVA,1,6.99,1,4,7550
"Comedy, Sci-Fi, Shounen",Original,Movie,2,7.52,23,49,3779
"Comedy, Romance",Manga,TV,12,7.37,58,3,2860
"Comedy, Music",Original,Music,1,3.51,5,8193,7841
"Music, Otro",Original,Music,1,2.89,0,12288,14241
"Sci-Fi, Romance, Gore, Action, Otro",Original,TV,26,8.32,41098,20522,48
"Comedy, Romance, Shounen",Manga,OVA,1,7.87,14,19,2792
"Comedy, Sci-Fi",Picture book,TV,77,6.69,0,33,11053
"Sci-Fi, Action",Original,TV,26,7.63,604,40,1069
"Comedy, Romance, Fantasy, Shounen, Action",Manga,Movie,1,7.44,140,31,776
"Comedy, Romance, Fantasy, Shoujo",Manga,TV,51,6.9,9,519,6511
"Sci-Fi, Romance, Action",Original,OVA,5,7.13,3,42,6738
"Comedy, Romance",Web manga,TV,12,8.34,8046,3,139
Hentai,Visual novel,OVA,3,6.7,36,2048,5408
"Comedy, Fantasy, Ecchi",Light novel,OVA,4,6.75,626,261,607
"Romance, Shoujo, Gore, Otro",Manga,OVA,1,5.19,2,20994,6298
Comedy,Visual novel,ONA,0,6.22,0,1,7376
"Comedy, Romance, Shounen",4-koma manga,OVA,1,7.19,9,19,2178
"Comedy, Sports, Romance",Original,TV,13,7.86,2465,4099,377
"Sci-Fi, Fantasy, Otro",Manga,OVA,1,7.23,86,4132,3232
"Sci-Fi, Romance, Action",Original,Movie,1,7.75,665,42,621
"Comedy, Romance",Manga,Special,7,6.33,4,3,5848
Hentai,Visual novel,OVA,1,5.96,23,2048,5981
Hentai,Visual novel,OVA,1,7.51,159,2048,2658
"Comedy, Sci-Fi, Fantasy, Shounen",Original,OVA,3,6.5,2,53,9347
"Historical, Fantasy, Shounen, Action",Manga,TV,20,7.38,6,1052,6439
"Sci-Fi, Action, Otro",Game,TV,44,7.24,35,4136,5001
"Fantasy, Action, Otro",Picture book,Movie,1,8.08,80,4108,3895
"Comedy, Fantasy, Action",Original,Special,1,6.79,6,13,3239
"Sci-Fi, Fantasy, Shounen, Action",Original,Movie,1,7.66,119,60,1172
"Romance, Fantasy",Original,TV,39,7.66,10,6,5954
Comedy,Original,Special,6,6.31,8,1,2997
Romance,Light novel,OVA,1,6.1,0,2,5743
"Sci-Fi, Fantasy, Action",Original,Movie,1,7.67,103,44,2169
"Mistery, Comedy, Action, Otro",Manga,OVA,1,6.66,3,36873,7623
"Sci-Fi, Action",Original,Special,1,6.17,1,40,8863
"Comedy, Sports, Romance, Shounen",Manga,Special,2,6.34,0,4115,6757
"Comedy, Romance, Supernatural, Otro",Manga,TV,24,8.08,3354,4227,414
"Comedy, Romance, Action, Supernatural, Otro",Manga,Movie,1,6.89,20,4235,3845
"Gore, Supernatural",Manga,TV,11,6.99,29,16512,4058
"Comedy, Romance",Original,TV,0,4.0,0,3,11349
"Fantasy, Action, Otro",Original,Special,1,6.65,0,4108,7018
"Sports, Romance, Shounen, Action",Manga,TV,25,6.38,1,4122,8772
"Sci-Fi, Fantasy",Original,TV,26,6.72,10,36,6867
Romance,Novel,Movie,1,7.25,4,2,5553
"Fantasy, Shounen, Action",Manga,TV,0,7.03,1946,28,350
"Comedy, Sports, Romance, Shounen, Action",Manga,Movie,1,7.56,10,4123,4200
"Comedy, Sci-Fi",Manga,TV,66,7.18,22,33,5212
Comedy,Manga,OVA,1,6.8,4,1,3900
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,OVA,3,7.76,18,151,3416
"Comedy, Romance, Shounen, Action, Supernatural",Manga,Special,1,7.33,37,155,2303
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,OVA,1,7.31,2,36885,3684
"Romance, Fantasy",Novel,Special,1,6.33,0,6,11456
"Comedy, Fantasy, Otro",Game,Movie,1,6.5,0,4101,5893
"Shounen, Otro",Manga,TV,37,7.58,44,4112,3947
Romance,Manga,TV,12,5.91,0,2,8827
"Sci-Fi, Romance, Fantasy, Music",Music,Music,1,8.17,478,8230,1751
"Sci-Fi, Fantasy, Action",Original,TV,21,7.13,74,44,1987
Fantasy,Original,ONA,1,4.86,0,4,13546
Fantasy,Picture book,Movie,1,5.78,1,4,7907
"Comedy, Sci-Fi, Shounen",Manga,Movie,1,6.55,1,49,7911
"Romance, Fantasy, Shounen",Manga,TV,12,7.37,55,22,2823
"Shounen, Action, Otro",Original,TV,26,6.94,13,4120,4934
"Comedy, Sci-Fi, Fantasy",Original,TV,13,7.78,1358,37,823
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",Other,Special,1,6.76,0,407,9467
"Gore, Shounen, Action, Supernatural",Manga,OVA,10,8.53,13450,16536,105
"Romance, Supernatural",Original,TV,12,7.04,72,130,2043
Hentai,Visual novel,OVA,4,6.69,37,2048,5181
"Sports, Shounen, Action",Manga,OVA,1,6.0,0,4120,11801
"Fantasy, Music",Original,Movie,1,6.43,13,8196,4197
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.5,53,61,1251
"Romance, Shounen",Manga,OVA,1,5.16,4,18,7044
"Comedy, Sci-Fi, Shounen, Supernatural, Ecchi",Manga,OVA,1,7.57,151,433,1103
Hentai,Visual novel,OVA,2,6.85,25,2048,4778
"Mistery, Comedy, Sci-Fi",Original,TV,12,6.49,12,32801,3131
"Sci-Fi, Romance, Fantasy",Manga,Movie,1,7.7,92,38,3700
"Comedy, Shounen, Otro",Card game,TV,12,5.85,10,4113,4154
"Comedy, Fantasy, Otro",Novel,Movie,1,6.62,0,4101,9955
"Sci-Fi, Historical, Romance, Gore, Action, Supernatural",Manga,TV,12,7.03,260,17578,1247
"Romance, Shoujo, Supernatural, Ecchi",Visual novel,TV,12,6.09,359,898,1369
"Shounen, Action, Supernatural, Ecchi",Manga,TV,12,6.61,105,408,1014
"Sci-Fi, Romance, Supernatural, Thriller, Otro",Novel,TV,24,8.21,2780,69794,634
"Comedy, Romance, Shounen",4-koma manga,TV,13,7.68,2466,19,234
"Comedy, Romance",Original,Special,1,6.32,1,3,8141
"Comedy, Fantasy, Otro",Original,TV,50,5.33,0,4101,10211
"Sci-Fi, Romance, Fantasy, Gore, Action",Original,TV,26,7.11,340,16430,1522
"Comedy, Fantasy, Ecchi",Other,TV,12,5.3,86,261,1588
Hentai,Original,OVA,2,6.02,12,2048,5783
"Shounen, Action, Otro",Original,TV,24,6.76,12,4120,6572
"Romance, Music",Original,Movie,1,7.22,8,8194,4558
"Sci-Fi, Action, Supernatural",Light novel,TV,13,7.05,183,168,1055
"Comedy, Fantasy, Hentai",Visual novel,OVA,5,6.22,2,2053,6912
"Sci-Fi, Action",Novel,Movie,1,6.24,0,40,7520
"Sci-Fi, Romance, Fantasy, Action",Light novel,TV,12,5.59,33,46,2093
"Shounen, Action, Supernatural, Otro",Manga,TV,12,8.32,2096,4248,370
"Comedy, Fantasy, Ecchi",Light novel,TV,12,7.48,672,261,409
"Romance, Ecchi",Visual novel,TV,13,6.27,12,258,3440
"Comedy, Sci-Fi, Action, Ecchi",Light novel,TV,12,6.79,411,297,375
"Sports, Shounen, Action",Manga,TV,28,6.83,3,4120,8751
Fantasy,Light novel,Movie,1,5.67,0,4,8984
"Comedy, Supernatural",Web manga,TV,12,6.48,26,129,2797
"Fantasy, Shoujo, Otro",Original,Movie,1,6.89,3,4612,6517
"Romance, Fantasy, Music",Music,Music,1,6.16,0,8198,12710
"Mistery, Sci-Fi, Otro",Manga,Movie,1,7.55,15,36896,2292
"Comedy, Fantasy, Shounen, Action",Manga,Movie,1,7.61,23,29,1895
"Historical, Romance, Fantasy, Shoujo, Supernatural",Visual novel,OVA,2,6.39,4,1670,6280
"Comedy, Romance",Manga,OVA,3,7.72,29,3,1803
"Comedy, Otro",Manga,Special,1,7.59,4,4097,3430
"Comedy, Sci-Fi, Romance, Otro",Picture book,TV,44,4.2,0,4131,13118
"Comedy, Sci-Fi, Shounen",Manga,Movie,1,6.21,0,49,9012
"Gore, Shounen, Action, Supernatural, Otro",Manga,Movie,1,7.46,12,20632,3010
"Comedy, Romance, Fantasy, Shoujo, Otro",Original,TV,39,8.21,4549,4615,834
"Sci-Fi, Sports, Shounen",Original,TV,5,6.7,6,4144,6085
"Comedy, Romance",Original,Special,1,7.16,2,3,5946
"Comedy, Fantasy, Supernatural",Light novel,OVA,1,8.17,174,133,981
"Fantasy, Shounen, Otro",Manga,TV,224,7.57,2607,4116,417
"Sci-Fi, Romance, Fantasy, Otro",Web manga,TV,13,8.91,11817,4134,178
"Sci-Fi, Shounen, Action",Manga,TV,51,6.98,20,56,5324
"Comedy, Sports, Romance, Shounen",Manga,Movie,1,7.57,7,4115,4368
"Fantasy, Action, Otro",Novel,TV,25,7.67,1147,4108,197
"Comedy, Fantasy",Web manga,ONA,13,6.36,3,5,12430
"Fantasy, Shounen, Action, Supernatural",Manga,TV,12,7.69,928,156,259
"Comedy, Sports, Romance, Shounen",Manga,Special,1,8.02,73,4115,1458
"Romance, Shounen, Hentai, Ecchi",Manga,OVA,2,6.32,90,2322,1594
"Comedy, Romance, Shounen",Manga,TV,48,7.67,365,19,2542
"Historical, Romance",Original,TV,13,7.03,4,1026,5235
"Comedy, Fantasy, Action",Manga,OVA,4,6.71,9,13,4915
"Romance, Fantasy, Shoujo, Action, Supernatural, Otro",Manga,TV,12,7.11,1564,4750,879
"Sci-Fi, Action",Original,Special,2,7.35,17,40,2839
"Sports, Romance",Novel,TV,10,6.97,23,4098,2844
"Comedy, Sci-Fi, Romance, Fantasy, Action",Original,TV,26,7.26,399,47,1087
"Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.74,159,60,1224
"Historical, Romance",Novel,TV,50,7.76,276,1026,3224
"Sci-Fi, Shounen, Action, Ecchi",Game,OVA,3,5.1,4,312,6774
Hentai,Light novel,OVA,2,7.15,41,2048,4097
"Sports, Romance",Manga,TV,13,6.43,1,4098,6704
"Comedy, Sports, Romance, Shounen",Manga,OVA,3,7.66,19,4115,3756
"Romance, Hentai",Visual novel,OVA,2,6.16,8,2050,6210
Hentai,Visual novel,OVA,2,6.57,11,2048,4941
Music,Game,Music,1,6.6,3,8192,8111
"Fantasy, Otro",Other,Movie,1,4.63,0,4100,13436
"Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,7.89,30,60,1574
"Comedy, Sci-Fi, Fantasy, Otro",Other,Special,1,6.03,1,4133,10134
"Music, Otro",Original,Music,1,3.73,2,12288,12421
"Comedy, Romance, Shounen",Manga,Special,4,6.06,3,19,7437
"Comedy, Shoujo",Original,Special,1,3.85,1,513,9187
"Comedy, Sci-Fi, Fantasy, Shounen",Original,TV,38,7.09,12,53,7533
"Sci-Fi, Romance, Fantasy, Shounen, Action",Original,TV,40,7.51,43,62,5345
"Fantasy, Hentai, Action, Supernatural",Visual novel,OVA,1,5.58,5,2188,6912
"Comedy, Romance, Fantasy",Light novel,TV,13,7.22,85,7,1855
"Comedy, Romance, Otro",Light novel,OVA,1,5.8,0,4099,9866
Hentai,Visual novel,OVA,1,5.88,7,2048,6505
"Fantasy, Shoujo, Otro",Original,Movie,1,6.87,4,4612,7223
"Comedy, Romance, Shounen, Supernatural",Manga,OVA,1,6.94,7,147,2982
"Comedy, Fantasy, Music",Game,Music,1,5.81,0,8197,10940
"Romance, Fantasy, Shoujo",Visual novel,TV,13,6.78,11,518,4683
"Romance, Shoujo, Music",Game,Movie,1,6.85,0,8706,9030
"Romance, Shoujo",Manga,TV,12,6.88,1261,514,502
"Fantasy, Shounen, Otro",Manga,Movie,1,7.53,109,4116,2240
"Comedy, Romance, Shounen, Supernatural",4-koma manga,TV,13,6.8,48,147,1665
"Romance, Hentai",Manga,OVA,2,6.36,27,2050,5774
Music,Original,Special,1,7.01,3,8192,6746
Comedy,Original,Special,1,5.88,0,1,8433
"Comedy, Historical",Web manga,ONA,20,7.86,699,1025,1640
"Comedy, Fantasy, Shounen",Manga,Special,1,6.56,129,21,1462
"Sci-Fi, Romance, Action",Original,TV,25,7.36,225,42,2013
"Fantasy, Shounen, Action",Manga,Movie,1,7.26,38,28,1813
"Fantasy, Shounen, Action",Manga,TV,26,6.94,36,28,2716
"Fantasy, Shoujo",Original,TV,47,6.48,3,516,7832
"Romance, Fantasy, Action, Otro",Light novel,TV,24,7.2,7931,4110,17
"Comedy, Fantasy, Otro",Picture book,TV,0,6.64,13,4101,7849
"Comedy, Romance, Shounen",Manga,OVA,2,7.82,108,19,1638
"Comedy, Fantasy, Shounen, Action",Manga,Special,1,6.03,0,29,9963
"Comedy, Sci-Fi, Fantasy, Shounen",Original,OVA,2,6.65,87,53,2354
Hentai,Visual novel,OVA,2,6.41,40,2048,4070
"Comedy, Sci-Fi, Fantasy, Otro",Original,ONA,4,5.23,0,4133,10414
"Comedy, Romance",Original,Special,9,7.05,107,3,1840
"Fantasy, Hentai, Supernatural",Visual novel,OVA,3,6.59,35,2180,5149
"Comedy, Ecchi, Otro",Card game,TV,12,6.22,2,4353,3907
"Comedy, Romance, Action, Supernatural",Web manga,TV,12,8.51,8926,139,84
"Romance, Fantasy, Shoujo, Supernatural, Ecchi",Visual novel,TV,12,7.3,620,902,1023
Romance,Original,Movie,1,6.24,0,2,7075
"Comedy, Romance, Shounen, Supernatural, Ecchi",Manga,OVA,1,6.38,9,403,3257
"Comedy, Sci-Fi, Romance, Otro",Light novel,TV,14,7.99,13966,4131,68
"Music, Shounen",Manga,OVA,1,7.8,116,8208,1368
"Comedy, Fantasy, Action",Light novel,ONA,13,6.84,11,13,3988
"Comedy, Sci-Fi, Shounen, Otro",Manga,Movie,1,7.41,17,4145,5198
"Gore, Thriller, Otro",Novel,OVA,1,7.45,113,86016,780
"Sci-Fi, Action, Otro",Novel,Movie,1,7.58,150,4136,1505
"Sci-Fi, Action",Original,TV,38,7.39,18,40,5714
"Sports, Shounen, Action",Manga,TV,47,7.36,57,4120,2819
"Comedy, Fantasy, Shounen",Game,OVA,1,5.66,1,21,8910
"Comedy, Romance, Shounen, Supernatural",Manga,TV,12,6.7,16,147,3110
"Romance, Shounen, Action, Ecchi",Manga,TV,10,6.34,77,282,1143
"Fantasy, Action, Otro",Game,OVA,1,6.39,0,4108,6070
"Comedy, Sci-Fi, Historical, Shounen, Action",Game,TV,13,6.67,55,1081,2024
"Comedy, Action, Supernatural, Otro",Original,Special,1,6.26,0,4233,9191
"Sci-Fi, Romance, Fantasy, Action",Original,TV,13,7.75,769,46,1099
"Comedy, Fantasy, Shounen, Action",Web manga,TV,13,7.45,503,29,1048
"Comedy, Action, Supernatural, Ecchi",Original,TV,13,7.77,3325,393,362
"Historical, Romance",Manga,TV,25,6.11,1,1026,8512
Sci-Fi,Original,Movie,1,6.17,3,32,7255
"Comedy, Action",Light novel,ONA,12,6.77,28,9,3859
"Sci-Fi, Romance, Otro",Original,TV,24,6.29,158,4130,1092
"Historical, Shounen, Action",Manga,TV,38,8.2,722,1048,1082
"Romance, Fantasy, Supernatural",Game,TV,12,6.74,23,134,2821
"Comedy, Fantasy, Otro",Game,OVA,2,6.57,1,4101,4666
Hentai,Manga,OVA,3,5.9,32,2048,6199
"Comedy, Romance, Shounen",Manga,OVA,1,7.64,25,19,1991
"Comedy, Romance, Shounen, Ecchi",Manga,Movie,1,6.77,1,275,7724
"Sci-Fi, Romance, Shoujo",Manga,TV,13,7.71,2458,546,230
"Comedy, Fantasy",Game,TV,12,7.29,199,5,997
Sci-Fi,Original,Movie,1,5.7,0,32,8253
"Sci-Fi, Romance",Manga,TV,151,6.9,0,34,11121
"Historical, Shounen, Action",Game,Special,1,7.27,12,1048,3605
"Comedy, Romance, Shounen, Otro",Original,Movie,2,6.2,1,4115,7460
"Romance, Hentai, Otro",Manga,OVA,2,6.19,24,6146,5710
"Romance, Music",Other,OVA,1,6.95,139,8194,2127
"Comedy, Sports, Romance, Shounen",Manga,TV,101,8.55,3423,4115,753
"Historical, Romance, Fantasy",Book,TV,52,7.4,18,1030,4879
"Historical, Romance",Novel,Special,1,6.39,0,1026,9500
"Comedy, Romance, Hentai",Visual novel,OVA,1,6.22,20,2051,2685
"Comedy, Sci-Fi, Shounen, Ecchi",Manga,ONA,13,6.8,1,305,8498
"Comedy, Romance",Manga,ONA,60,6.61,34,3,2517
Action,Game,ONA,3,4.89,1,8,10668
"Sci-Fi, Fantasy",Original,OVA,3,5.86,3,36,6252
"Shoujo, Music",Original,Movie,1,7.09,4,8704,7194
"Comedy, Romance, Fantasy, Action, Supernatural, Otro",Manga,TV,12,7.36,156,4239,2355
"Sci-Fi, Shounen, Action",Manga,OVA,1,6.15,19,56,4068
"Comedy, Fantasy, Supernatural, Otro",Picture book,TV,10,6.24,1,4229,6642
Romance,Manga,OVA,2,6.09,8,2,4235
"Comedy, Sci-Fi, Fantasy, Action",Original,TV,13,7.71,828,45,961
"Comedy, Shounen, Action",Manga,Special,1,7.33,691,25,1555
"Comedy, Romance",4-koma manga,TV,12,6.86,39,3,2508
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action",Manga,TV,26,8.31,9795,63,138
"Romance, Shoujo, Shounen, Action",Visual novel,TV,12,6.61,121,538,1941
"Comedy, Romance, Shounen, Action",Manga,TV,50,8.22,2789,27,475
"Comedy, Romance, Fantasy, Shoujo, Gore, Supernatural, Otro",Manga,TV,24,7.34,486,21127,1677
"Comedy, Sci-Fi, Romance, Fantasy, Action, Ecchi",Original,OVA,13,8.02,1402,303,841
"Sci-Fi, Romance, Fantasy",Original,TV,50,8.15,7934,38,203
"Sci-Fi, Action",Original,TV,24,6.53,39,40,1919
"Comedy, Romance, Fantasy, Ecchi",Light novel,TV,12,6.71,195,263,748
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Supernatural, Otro",Original,Special,15,6.93,9,4279,3028
"Sports, Shounen",Manga,Movie,1,7.92,20,4112,3876
"Comedy, Romance",Manga,Special,1,6.84,3,3,4708
"Comedy, Sci-Fi, Romance, Ecchi",Manga,TV,24,6.62,44,291,2747
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,TV,50,7.68,766,151,1829
"Sci-Fi, Fantasy, Otro",Card game,TV,49,6.73,1,4132,8318
"Sci-Fi, Romance",Visual novel,TV,12,6.83,129,34,1348
"Sci-Fi, Fantasy, Action",Original,TV,26,7.74,14,44,6451
Hentai,Visual novel,OVA,2,6.59,45,2048,4191
Fantasy,Original,Movie,1,5.64,0,4,9874
"Fantasy, Shoujo",Original,TV,13,6.64,38,516,3024
"Comedy, Fantasy, Shounen, Action, Ecchi",Manga,Special,3,5.95,39,285,2010
"Sci-Fi, Romance, Action",Original,TV,25,8.21,3866,42,576
"Comedy, Historical, Fantasy, Shounen, Supernatural",Manga,Special,1,7.67,249,1173,1220
"Fantasy, Shounen, Action, Supernatural",Manga,TV,25,7.83,13130,156,14
"Shounen, Action, Supernatural",Original,TV,12,7.65,297,152,1004
Hentai,Visual novel,OVA,2,7.08,57,2048,3836
"Historical, Romance, Fantasy, Supernatural, Otro",Novel,OVA,1,6.65,0,5254,8816
"Sci-Fi, Action",Original,Movie,1,7.01,34,40,2976
"Historical, Supernatural, Otro",Other,TV,258,7.1,25,5248,3962
"Romance, Supernatural",Novel,Movie,1,7.99,674,130,942
Comedy,Original,Special,4,7.58,11,1,4469
"Romance, Fantasy, Shoujo",Manga,TV,39,7.65,378,518,1241
"Comedy, Sports, Romance, Shounen",Manga,Special,1,5.73,0,4115,8347
"Comedy, Romance, Fantasy, Action",Web manga,ONA,18,7.07,41,15,3648
"Comedy, Shounen",Manga,Special,2,6.56,2,17,4771
"Romance, Fantasy, Shounen, Action",Manga,TV,24,7.8,14475,30,25
"Comedy, Romance, Fantasy, Ecchi",Light novel,TV,12,6.33,123,263,971
"Sci-Fi, Romance, Fantasy, Action",Light novel,TV,13,7.31,409,46,892
"Sci-Fi, Action",Novel,OVA,1,5.57,5,40,7069
"Sports, Shounen, Action",Manga,TV,26,6.6,3,4120,8696
Comedy,Manga,OVA,1,6.1,1,1,9970
Music,Game,Music,1,7.0,0,8192,8256
"Comedy, Fantasy",Original,TV,39,7.06,11,5,4971
Hentai,Manga,OVA,1,5.81,2,2048,7923
"Comedy, Romance, Fantasy, Shoujo",Manga,TV,26,7.46,449,519,1916
"Hentai, Supernatural",Manga,OVA,4,6.26,15,2176,5778
"Gore, Supernatural, Otro",Original,TV,26,8.04,638,20608,862
"Comedy, Fantasy, Otro",Game,Movie,1,6.64,9,4101,3393
"Sports, Shounen, Action",Manga,Movie,1,7.1,4,4120,4633
"Comedy, Romance, Fantasy, Action, Ecchi, Otro",Original,Special,1,4.85,3,4367,7688
"Comedy, Historical, Otro",Original,TV,52,6.71,1,5121,13630
"Comedy, Romance, Supernatural",Light novel,TV,12,7.3,564,131,360
"Historical, Romance, Shoujo",Manga,OVA,2,6.31,1,1538,10254
Hentai,Visual novel,OVA,2,6.42,8,2048,5377
"Fantasy, Shounen, Action, Supernatural",Manga,TV,24,8.41,1623,156,349
"Comedy, Action, Otro",Original,TV,32,5.09,0,4105,11084
"Action, Supernatural, Otro",Light novel,Movie,1,8.87,1541,4232,649
"Comedy, Gore, Action",Web manga,ONA,39,6.57,2,16393,9061
"Comedy, Fantasy",Original,ONA,12,6.0,12,5,4554
Comedy,Original,Special,1,5.84,0,1,9084
"Sci-Fi, Shoujo, Hentai, Action",Original,OVA,3,5.57,8,2600,4492
"Comedy, Romance, Shoujo",Manga,TV,153,7.29,251,515,2799
"Fantasy, Action, Supernatural",Game,Movie,1,7.72,109,140,2020
"Comedy, Sci-Fi, Shounen, Action",Manga,Movie,1,6.97,9,57,5948
"Comedy, Fantasy",Game,Special,13,5.99,2,5,7508
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,Movie,1,8.21,34,36885,2110
"Comedy, Romance, Shounen, Supernatural, Ecchi",Manga,TV,12,8.07,873,403,288
"Sci-Fi, Romance, Fantasy, Shounen, Action",Manga,TV,42,7.82,234,62,2673
"Romance, Fantasy, Ecchi",Light novel,TV,13,7.31,652,262,466
"Historical, Shounen, Action",Manga,TV,12,6.08,8,1048,4454
"Romance, Action, Supernatural, Thriller, Otro",Light novel,Movie,1,7.95,326,69770,587
"Fantasy, Otro",Original,TV,26,4.82,1,4100,10984
"Fantasy, Shounen, Action, Supernatural",Novel,OVA,13,7.52,366,156,1899
"Comedy, Romance, Fantasy, Shounen, Otro",Manga,TV,26,7.04,96,4119,2825
Comedy,Original,TV,12,4.91,0,1,12132
"Comedy, Romance",4-koma manga,OVA,1,7.89,216,3,901
"Sci-Fi, Fantasy, Shounen, Action, Otro",Manga,OVA,1,6.37,1,4156,6587
"Comedy, Otro",Original,TV,27,5.27,2,4097,12056
"Romance, Fantasy, Shounen, Action",Manga,Movie,1,6.3,2,30,5761
"Comedy, Sci-Fi, Fantasy, Action, Otro",Original,TV,13,6.75,26,4141,3233
"Comedy, Romance, Shounen, Otro",Original,TV,12,7.48,330,4115,868
"Romance, Shounen, Action",Visual novel,OVA,3,6.62,16,26,3611
"Comedy, Sci-Fi, Otro",Original,TV,0,4.11,1,4129,12126
"Sci-Fi, Shounen, Action",Manga,Movie,1,7.92,24,56,1640
"Comedy, Fantasy, Shounen, Action",Manga,OVA,1,7.59,8,29,3512
"Romance, Fantasy, Gore, Action",Original,Movie,1,7.26,13,16398,3272
"Comedy, Sci-Fi, Romance, Action",Original,OVA,6,6.59,0,43,8937
Hentai,Original,OVA,1,5.95,10,2048,6382
"Comedy, Romance, Shounen",Manga,TV,12,7.55,771,19,715
"Fantasy, Action",Light novel,Special,1,6.34,5,12,3211
Hentai,Visual novel,OVA,2,6.22,2,2048,7271
Sports,Manga,TV,6,6.82,13,4096,8842
"Sci-Fi, Romance, Fantasy, Otro",Original,Special,1,5.91,0,4134,9537
"Romance, Fantasy, Shoujo, Supernatural",Visual novel,TV,13,7.36,128,646,1981
Otro,Card game,Special,1,6.25,0,4096,9889
"Gore, Shounen, Action, Supernatural",Manga,Special,2,7.15,23,16536,2426
"Sports, Romance, Shounen",Manga,TV,24,7.31,309,4114,1112
Comedy,Other,ONA,6,4.89,0,1,13700
Fantasy,Original,Special,1,5.64,0,4,5802
